Latency,Requests,Throughput,Measured_Throughput,Baseline,Orchestrator,Benchmark,Infinite,Exp,Availability,Horizontal,Vertical,Threads,Connections,Duration,Mean,Max,StdDev,ReqSec
25300.0,500.0,3775.0,2486,1,swarm,hr,1,exp14,0,0,1,4,512,30,14202.408,27607.04,5102.416,125.64
3.92,500.0,14707.0,9908,1,swarm,mm,1,exp14,0,0,1,4,512,30,1.716,5.156,0.479,490.11
6.77,500.0,14815.0,9901,1,swarm,sn,1,exp14,0,0,1,4,512,30,3.199,9.328,1.56,493.25
24400.0,1000.0,7334.0,4879,1,swarm,hr,1,exp14,0,0,1,4,512,30,14553.426,28753.92,4737.159,244.25
15.38,1000.0,29408.0,19888,1,swarm,mm,1,exp14,0,0,1,4,512,30,1.874,48.096,2.504,980.11
23990.0,1500.0,11268.0,7516,1,swarm,hr,1,exp14,0,0,1,4,512,30,14752.793,27492.352,4505.652,375.38
5.52,1500.0,44704.0,29669,1,swarm,sn,1,exp14,0,0,1,4,512,30,2.657,26.112,1.333,1490.07
23710.0,2000.0,14845.0,9925,1,swarm,hr,1,exp14,0,0,1,4,512,30,14581.775,26820.608,4542.43,494.73
15960.0,2000.0,31930.0,20541,1,swarm,mm,1,exp14,0,0,1,4,512,30,8728.362,19562.496,3205.155,1063.13
5.7,2000.0,59188.0,39687,1,swarm,sn,1,exp14,0,0,1,4,512,30,2.781,9.152,1.339,1972.91
20630.0,3000.0,30696.0,20468,1,swarm,mm,1,exp14,0,0,1,4,512,30,12781.244,23560.192,3935.92,1023.26
6.36,3000.0,89122.0,59703,1,swarm,sn,1,exp14,0,0,1,4,512,30,2.956,32.368,1.492,2970.72
15220.0,4000.0,72598.0,47359,1,swarm,sn,1,exp14,0,0,1,4,512,30,7350.476,18792.448,3297.572,2418.53
18330.0,5000.0,69921.0,45822,1,swarm,sn,1,exp14,0,0,1,4,512,30,9970.409,22380.544,3664.095,2328.64
20120.0,6000.0,65400.0,42966,1,swarm,sn,1,exp14,0,0,1,4,512,30,12093.302,22511.616,3952.62,2177.15
