Latency,Requests,Throughput,Measured_Throughput,Baseline,Orchestrator,Benchmark,Infinite,Exp,Availability,Horizontal,Vertical,Threads,Connections,Duration,Mean,Max,StdDev,ReqSec
9.15,200.0,5755.0,3827,0,swarm,hr,1,exp1,0,1,1,16,16,30,3.212,12.336,1.936,191.82
6.7,200.0,5755.0,3826,0,swarm,mm,1,exp1,0,1,1,16,16,30,3.758,9.992,0.682,191.82
6.74,200.0,5995.0,3992,0,swarm,mm,1,exp1,0,1,1,4,16,30,3.765,10.968,0.704,199.79
6.61,200.0,5995.0,3992,0,swarm,mm,1,exp1,0,1,1,8,16,30,3.787,9.648,0.686,199.81
8.01,200.0,5755.0,3826,0,swarm,sn,1,exp1,0,1,1,16,16,30,3.387,12.224,1.898,191.8
7.59,200.0,5808.0,3845,0,swarm,sn,1,exp1,0,1,1,4,1024,30,3.245,9.048,1.911,193.32
8.01,200.0,5934.0,3973,0,swarm,sn,1,exp1,0,1,1,4,128,30,2.29,11.824,1.552,197.62
8.0,200.0,2905.0,1943,0,swarm,sn,1,exp1,0,1,1,4,2048,30,3.613,9.32,2.035,96.66
9.26,200.0,5995.0,3994,0,swarm,hr,1,exp1,0,1,1,8,16,30,3.23,13.296,2.024,199.8
7.73,200.0,5907.0,3915,0,swarm,sn,1,exp1,0,1,1,4,512,30,2.826,9.584,1.801,196.05
7.85,200.0,5995.0,3993,0,swarm,sn,1,exp1,0,1,1,4,16,30,2.484,11.552,1.581,199.8
7.96,200.0,5995.0,3991,0,swarm,sn,1,exp1,0,1,1,8,16,30,3.047,13.64,1.869,199.8
10.7,200.0,5808.0,3845,0,swarm,hr,1,exp1,0,1,1,4,1024,30,3.435,14.848,2.21,193.38
11.38,200.0,5973.0,3971,0,swarm,hr,1,exp1,0,1,1,4,128,30,3.47,48.224,2.571,198.89
10.04,200.0,5908.0,3915,0,swarm,hr,1,exp1,0,1,1,4,512,30,3.4,19.008,2.183,196.24
11.57,200.0,2903.0,1941,0,swarm,hr,1,exp1,0,1,1,4,2048,30,3.741,19.68,2.383,96.21
9.02,200.0,5995.0,3992,0,swarm,hr,1,exp1,0,1,1,4,16,30,3.212,15.904,1.913,199.78
25300.0,500.0,3775.0,2486,1,swarm,hr,1,exp14,0,0,1,4,512,30,14202.408,27607.04,5102.416,125.64
6.0,500.0,14815.0,9899,1,swarm,hr,1,exp15,1,1,1,4,512,30,2.38,8.0,1.3,493.54
6.42,500.0,14982.0,9999,0,swarm,mm,1,exp1,0,1,1,4,8,30,3.124,16.592,0.869,499.38
3.98,500.0,14922.0,9876,0,swarm,mm,1,exp12,0,1,1,4,512,30,2.878,26.64,0.741,497.36
3.98,500.0,14815.0,9900,1,swarm,mm,1,exp13,0,1,0,4,512,30,3.019,21.872,0.55,493.44
3.92,500.0,14707.0,9908,1,swarm,mm,1,exp14,0,0,1,4,512,30,1.716,5.156,0.479,490.11
